mu
2.279278003536318
2.7377805279923937
2.476952381801235
2.72214804447622
2.7458373582593767
1.5126433709708815
3.09219277548055
2.612703115750308
2.029191312146565
2.415960366784106
2.5174654236382645
2.7716205524971764
2.1647748911998534
2.5524282713841564
2.6579222380148315
2.516870884715351
2.087239355178634
2.988615590210059
2.5649957001431156
2.17629264325375
2.6250525748363573
2.1850276460679847
2.7941761306513615
2.4113270416901775
2.718968705628419
2.2945024136142207
2.064373977198481
2.3687064128766067
1.7267407627523566
2.5612310388340727
2.4874362455319226
2.474900347651572
2.9185696273255366
2.128867079138902
2.502550262200072
2.456007292318777
2.6051311570697515
2.515688455966762
3.3604026489363865
2.06691827668032
2.489895939367119
2.051310744983133
2.6607196712779673
2.613015325033221
2.049499676662378
3.4109156882939344
2.6145053197941337
2.975284967589612
2.4444923824046443
2.7405260044320574
2.430488294252966
2.5181310042792147
2.0520316668364127
2.343527164118071
1.7527157004451615
2.63826900592561
2.0718531256882997
2.5288084800328092
2.734757885219923
2.8407201428540305
2.892451068683891
2.6604143003847693
3.172455343145324
2.4355141696697213
2.0282589106772084
1.807564202831779
2.4031561261359227
2.4493145731434436
1.7052001111551756
2.2116809255960224
3.0416405987794812
2.6982047244202922
2.557237595256874
2.566870716615665
2.343756030522318
3.126844621100218
2.166787152603034
2.8543779406481056
1.965681459723557
2.0857740462522067
2.4198486880852306
2.18749379566782
1.9527992630177398
2.5490695829542664
2.0990883468720423
2.407791649158891
2.741436258439203
2.424065498077458
2.167055186018671
2.3397663151979913
2.2948127216013465
2.3093780305557057
2.3104620852890783
2.4411016018222766
2.119987299569464
2.425542332705468
2.5399963462810735
2.621243674177325
2.225791137717813
2.2910286904334276
3.024128617806973
2.503717080938989
2.009506416825448
2.8255108173804326
2.2342511220487484
2.780061034371951
2.4404215068551927
3.163618769900736
2.7405714652834523
2.4093751659101956
2.9638531652353595
2.606621492181965
2.0406627246741014
2.8794389429209346
1.797172838974696
2.2269715609561036
2.633046293529337
3.020767358957893
1.7899239698535987
2.502585778199375
1.7978989757212218
2.2098965189105058
2.3027964263651133
2.5437678918309183
3.4096714720918753
3.4335593847140276
2.476538016532957
2.577039830791354
2.75985670561837
2.524228438759956
2.6966988998381756
2.9924949044713767
2.3498256889882256
2.671301918727831
1.9572502457804084
2.9040938330654766
3.1194585183624306
1.7295482010435754
3.0519407890563994
2.270991625390851
2.656771518661774
1.8474264582504538
2.48103572283394
1.8604487407569603
2.4293855450607382
1.635787307350986
2.7733883889230113
2.121904368471936
1.7012465109502806
2.7642354516412384
2.708398530713148
2.044670073693958
2.4895764258479542
2.3913981168176943
2.7729157950679015
3.2223430213791864
1.9922147180711496
2.378823173070217
2.2246910437459015
2.431689527813288
2.3949103220285193
2.1583032456604787
1.9330920724309855
2.279204092217275
2.431780261525979
3.102500249659454
2.194572399039734
1.9569993162141661
2.5137981426144393
3.3558604759466335
2.651980703418638
2.250549520887313
2.5265489343908953
2.2514413778024913
2.862656175777453
2.6023221738653013
3.002089059049057
3.3039132983277537
2.2661388807451663
2.4523176059327665
2.099512406688182
2.969126702474985
2.7129024298283713
2.2103760370816437
2.6919052285884764
2.729732470476212
2.0947177459805784
2.9786686545645154
2.3601930895327228
2.0348221941717908
2.094824784184232
2.0698065346525447
2.9561711453994817
2.5686835627082316
2.3468986388907833
2.423664449302158
2.7385158370822613
